DexNum,TM_HM,Move_Name,Type
86,TM11,Bubble Beam,Water
87,TM11,Bubble Beam,Water
90,TM11,Bubble Beam,Water
91,TM11,Bubble Beam,Water
98,TM11,Bubble Beam,Water
99,TM11,Bubble Beam,Water
104,TM11,Bubble Beam,Water
105,TM11,Bubble Beam,Water
108,TM11,Bubble Beam,Water
112,TM11,Bubble Beam,Water
113,TM11,Bubble Beam,Water
115,TM11,Bubble Beam,Water
116,TM11,Bubble Beam,Water
117,TM11,Bubble Beam,Water
118,TM11,Bubble Beam,Water
119,TM11,Bubble Beam,Water
120,TM11,Bubble Beam,Water
121,TM11,Bubble Beam,Water
124,TM11,Bubble Beam,Water
130,TM11,Bubble Beam,Water
131,TM11,Bubble Beam,Water
134,TM11,Bubble Beam,Water
138,TM11,Bubble Beam,Water
139,TM11,Bubble Beam,Water
140,TM11,Bubble Beam,Water
141,TM11,Bubble Beam,Water
143,TM11,Bubble Beam,Water
144,TM11,Bubble Beam,Water
147,TM11,Bubble Beam,Water
148,TM11,Bubble Beam,Water
149,TM11,Bubble Beam,Water
150,TM11,Bubble Beam,Water
151,TM11,Bubble Beam,Water
7,TM12,Water Gun,Water
8,TM12,Water Gun,Water
9,TM12,Water Gun,Water
19,TM12,Water Gun,Water
20,TM12,Water Gun,Water
30,TM12,Water Gun,Water
31,TM12,Water Gun,Water
34,TM12,Water Gun,Water
35,TM12,Water Gun,Water
36,TM12,Water Gun,Water
39,TM12,Water Gun,Water
40,TM12,Water Gun,Water
52,TM12,Water Gun,Water
53,TM12,Water Gun,Water
54,TM12,Water Gun,Water
55,TM12,Water Gun,Water
60,TM12,Water Gun,Water
61,TM12,Water Gun,Water
62,TM12,Water Gun,Water
72,TM12,Water Gun,Water
73,TM12,Water Gun,Water
79,TM12,Water Gun,Water
80,TM12,Water Gun,Water
86,TM12,Water Gun,Water
87,TM12,Water Gun,Water
90,TM12,Water Gun,Water
91,TM12,Water Gun,Water
98,TM12,Water Gun,Water
99,TM12,Water Gun,Water
104,TM12,Water Gun,Water
105,TM12,Water Gun,Water
108,TM12,Water Gun,Water
112,TM12,Water Gun,Water
113,TM12,Water Gun,Water
115,TM12,Water Gun,Water
116,TM12,Water Gun,Water
117,TM12,Water Gun,Water
118,TM12,Water Gun,Water
119,TM12,Water Gun,Water
120,TM12,Water Gun,Water
121,TM12,Water Gun,Water
124,TM12,Water Gun,Water
130,TM12,Water Gun,Water
131,TM12,Water Gun,Water
134,TM12,Water Gun,Water
138,TM12,Water Gun,Water
139,TM12,Water Gun,Water
140,TM12,Water Gun,Water
141,TM12,Water Gun,Water
143,TM12,Water Gun,Water
144,TM12,Water Gun,Water
147,TM12,Water Gun,Water
148,TM12,Water Gun,Water
149,TM12,Water Gun,Water
150,TM12,Water Gun,Water
151,TM12,Water Gun,Water
7,TM13,Ice Beam,Ice
8,TM13,Ice Beam,Ice
9,TM13,Ice Beam,Ice
20,TM13,Ice Beam,Ice
30,TM13,Ice Beam,Ice
31,TM13,Ice Beam,Ice
34,TM13,Ice Beam,Ice
35,TM13,Ice Beam,Ice
36,TM13,Ice Beam,Ice
39,TM13,Ice Beam,Ice
40,TM13,Ice Beam,Ice
54,TM13,Ice Beam,Ice
55,TM13,Ice Beam,Ice
60,TM13,Ice Beam,Ice
61,TM13,Ice Beam,Ice
62,TM13,Ice Beam,Ice
72,TM13,Ice Beam,Ice
73,TM13,Ice Beam,Ice
79,TM13,Ice Beam,Ice
80,TM13,Ice Beam,Ice
86,TM13,Ice Beam,Ice
87,TM13,Ice Beam,Ice
90,TM13,Ice Beam,Ice
91,TM13,Ice Beam,Ice
98,TM13,Ice Beam,Ice
99,TM13,Ice Beam,Ice
104,TM13,Ice Beam,Ice
105,TM13,Ice Beam,Ice
108,TM13,Ice Beam,Ice
112,TM13,Ice Beam,Ice
113,TM13,Ice Beam,Ice
115,TM13,Ice Beam,Ice
116,TM13,Ice Beam,Ice
117,TM13,Ice Beam,Ice
118,TM13,Ice Beam,Ice
119,TM13,Ice Beam,Ice
120,TM13,Ice Beam,Ice
121,TM13,Ice Beam,Ice
124,TM13,Ice Beam,Ice
128,TM13,Ice Beam,Ice
130,TM13,Ice Beam,Ice
131,TM13,Ice Beam,Ice
134,TM13,Ice Beam,Ice
137,TM13,Ice Beam,Ice
138,TM13,Ice Beam,Ice
139,TM13,Ice Beam,Ice
140,TM13,Ice Beam,Ice
141,TM13,Ice Beam,Ice
143,TM13,Ice Beam,Ice
144,TM13,Ice Beam,Ice
147,TM13,Ice Beam,Ice
148,TM13,Ice Beam,Ice
149,TM13,Ice Beam,Ice
150,TM13,Ice Beam,Ice
151,TM13,Ice Beam,Ice
7,TM14,Blizzard,Ice
8,TM14,Blizzard,Ice
9,TM14,Blizzard,Ice
19,TM14,Blizzard,Ice
20,TM14,Blizzard,Ice
29,TM14,Blizzard,Ice
30,TM14,Blizzard,Ice
31,TM14,Blizzard,Ice
32,TM14,Blizzard,Ice
33,TM14,Blizzard,Ice
34,TM14,Blizzard,Ice
35,TM14,Blizzard,Ice
36,TM14,Blizzard,Ice
39,TM14,Blizzard,Ice
40,TM14,Blizzard,Ice
54,TM14,Blizzard,Ice
55,TM14,Blizzard,Ice
60,TM14,Blizzard,Ice
61,TM14,Blizzard,Ice
62,TM14,Blizzard,Ice
72,TM14,Blizzard,Ice
73,TM14,Blizzard,Ice
79,TM14,Blizzard,Ice
80,TM14,Blizzard,Ice
86,TM14,Blizzard,Ice
87,TM14,Blizzard,Ice
90,TM14,Blizzard,Ice
91,TM14,Blizzard,Ice
98,TM14,Blizzard,Ice
99,TM14,Blizzard,Ice
104,TM14,Blizzard,Ice
105,TM14,Blizzard,Ice
108,TM14,Blizzard,Ice
112,TM14,Blizzard,Ice
113,TM14,Blizzard,Ice
115,TM14,Blizzard,Ice
116,TM14,Blizzard,Ice
117,TM14,Blizzard,Ice
118,TM14,Blizzard,Ice
119,TM14,Blizzard,Ice
120,TM14,Blizzard,Ice
121,TM14,Blizzard,Ice
124,TM14,Blizzard,Ice
128,TM14,Blizzard,Ice
130,TM14,Blizzard,Ice
131,TM14,Blizzard,Ice
134,TM14,Blizzard,Ice
137,TM14,Blizzard,Ice
138,TM14,Blizzard,Ice
139,TM14,Blizzard,Ice
140,TM14,Blizzard,Ice
141,TM14,Blizzard,Ice
143,TM14,Blizzard,Ice
144,TM14,Blizzard,Ice
147,TM14,Blizzard,Ice
148,TM14,Blizzard,Ice
149,TM14,Blizzard,Ice
150,TM14,Blizzard,Ice
151,TM14,Blizzard,Ice
3,TM15,Hyper Beam,Normal
6,TM15,Hyper Beam,Normal
9,TM15,Hyper Beam,Normal
12,TM15,Hyper Beam,Normal
15,TM15,Hyper Beam,Normal
18,TM15,Hyper Beam,Normal
20,TM15,Hyper Beam,Normal
22,TM15,Hyper Beam,Normal
24,TM15,Hyper Beam,Normal
26,TM15,Hyper Beam,Normal
28,TM15,Hyper Beam,Normal
31,TM15,Hyper Beam,Normal
34,TM15,Hyper Beam,Normal
36,TM15,Hyper Beam,Normal
38,TM15,Hyper Beam,Normal
40,TM15,Hyper Beam,Normal
42,TM15,Hyper Beam,Normal
45,TM15,Hyper Beam,Normal
47,TM15,Hyper Beam,Normal
49,TM15,Hyper Beam,Normal
51,TM15,Hyper Beam,Normal
53,TM15,Hyper Beam,Normal
55,TM15,Hyper Beam,Normal
57,TM15,Hyper Beam,Normal
59,TM15,Hyper Beam,Normal
65,TM15,Hyper Beam,Normal
68,TM15,Hyper Beam,Normal
71,TM15,Hyper Beam,Normal
73,TM15,Hyper Beam,Normal
76,TM15,Hyper Beam,Normal
78,TM15,Hyper Beam,Normal
80,TM15,Hyper Beam,Normal
82,TM15,Hyper Beam,Normal
85,TM15,Hyper Beam,Normal
87,TM15,Hyper Beam,Normal
89,TM15,Hyper Beam,Normal
91,TM15,Hyper Beam,Normal
94,TM15,Hyper Beam,Normal
97,TM15,Hyper Beam,Normal
99,TM15,Hyper Beam,Normal
101,TM15,Hyper Beam,Normal
103,TM15,Hyper Beam,Normal
105,TM15,Hyper Beam,Normal
108,TM15,Hyper Beam,Normal
110,TM15,Hyper Beam,Normal
112,TM15,Hyper Beam,Normal
113,TM15,Hyper Beam,Normal
114,TM15,Hyper Beam,Normal
115,TM15,Hyper Beam,Normal
117,TM15,Hyper Beam,Normal
119,TM15,Hyper Beam,Normal
121,TM15,Hyper Beam,Normal
122,TM15,Hyper Beam,Normal
123,TM15,Hyper Beam,Normal
124,TM15,Hyper Beam,Normal
125,TM15,Hyper Beam,Normal
126,TM15,Hyper Beam,Normal
127,TM15,Hyper Beam,Normal
128,TM15,Hyper Beam,Normal
130,TM15,Hyper Beam,Normal
131,TM15,Hyper Beam,Normal
134,TM15,Hyper Beam,Normal
135,TM15,Hyper Beam,Normal
136,TM15,Hyper Beam,Normal
137,TM15,Hyper Beam,Normal
139,TM15,Hyper Beam,Normal
141,TM15,Hyper Beam,Normal
142,TM15,Hyper Beam,Normal
143,TM15,Hyper Beam,Normal
144,TM15,Hyper Beam,Normal
145,TM15,Hyper Beam,Normal
146,TM15,Hyper Beam,Normal
149,TM15,Hyper Beam,Normal
150,TM15,Hyper Beam,Normal
151,TM15,Hyper Beam,Normal
25,TM16,Pay Day,Normal
26,TM16,Pay Day,Normal
31,TM16,Pay Day,Normal
34,TM16,Pay Day,Normal
52,TM16,Pay Day,Normal
53,TM16,Pay Day,Normal
54,TM16,Pay Day,Normal
55,TM16,Pay Day,Normal
56,TM16,Pay Day,Normal
57,TM16,Pay Day,Normal
79,TM16,Pay Day,Normal
80,TM16,Pay Day,Normal
86,TM16,Pay Day,Normal
87,TM16,Pay Day,Normal
112,TM16,Pay Day,Normal
143,TM16,Pay Day,Normal
151,TM16,Pay Day,Normal
150,TM16RB,Pay Day,Normal
4,TM17,Submission,Fighting
5,TM17,Submission,Fighting
6,TM17,Submission,Fighting
7,TM17,Submission,Fighting
8,TM17,Submission,Fighting
9,TM17,Submission,Fighting
25,TM17,Submission,Fighting
26,TM17,Submission,Fighting
27,TM17,Submission,Fighting
28,TM17,Submission,Fighting
31,TM17,Submission,Fighting
34,TM17,Submission,Fighting
35,TM17,Submission,Fighting
36,TM17,Submission,Fighting
39,TM17,Submission,Fighting
40,TM17,Submission,Fighting
54,TM17,Submission,Fighting
55,TM17,Submission,Fighting
56,TM17,Submission,Fighting
57,TM17,Submission,Fighting
61,TM17,Submission,Fighting
62,TM17,Submission,Fighting
63,TM17,Submission,Fighting
64,TM17,Submission,Fighting
65,TM17,Submission,Fighting
66,TM17,Submission,Fighting
67,TM17,Submission,Fighting
68,TM17,Submission,Fighting
74,TM17,Submission,Fighting
75,TM17,Submission,Fighting
76,TM17,Submission,Fighting
80,TM17,Submission,Fighting
94,TM17,Submission,Fighting
96,TM17,Submission,Fighting
97,TM17,Submission,Fighting
104,TM17,Submission,Fighting
105,TM17,Submission,Fighting
106,TM17,Submission,Fighting
107,TM17,Submission,Fighting
108,TM17,Submission,Fighting
112,TM17,Submission,Fighting
113,TM17,Submission,Fighting
115,TM17,Submission,Fighting
122,TM17,Submission,Fighting
124,TM17,Submission,Fighting
125,TM17,Submission,Fighting
126,TM17,Submission,Fighting
127,TM17,Submission,Fighting
139,TM17,Submission,Fighting
141,TM17,Submission,Fighting
143,TM17,Submission,Fighting
150,TM17,Submission,Fighting
151,TM17,Submission,Fighting
4,TM18,Counter,Fighting
5,TM18,Counter,Fighting
6,TM18,Counter,Fighting
7,TM18,Counter,Fighting
8,TM18,Counter,Fighting
9,TM18,Counter,Fighting
31,TM18,Counter,Fighting
34,TM18,Counter,Fighting
35,TM18,Counter,Fighting
36,TM18,Counter,Fighting
39,TM18,Counter,Fighting
40,TM18,Counter,Fighting
54,TM18,Counter,Fighting
55,TM18,Counter,Fighting
56,TM18,Counter,Fighting
57,TM18,Counter,Fighting
61,TM18,Counter,Fighting
62,TM18,Counter,Fighting
63,TM18,Counter,Fighting
64,TM18,Counter,Fighting
65,TM18,Counter,Fighting
66,TM18,Counter,Fighting
67,TM18,Counter,Fighting
68,TM18,Counter,Fighting
74,TM18,Counter,Fighting
75,TM18,Counter,Fighting
76,TM18,Counter,Fighting
80,TM18,Counter,Fighting
94,TM18,Counter,Fighting
96,TM18,Counter,Fighting
97,TM18,Counter,Fighting
104,TM18,Counter,Fighting
105,TM18,Counter,Fighting
106,TM18,Counter,Fighting
107,TM18,Counter,Fighting
108,TM18,Counter,Fighting
112,TM18,Counter,Fighting
113,TM18,Counter,Fighting
115,TM18,Counter,Fighting
122,TM18,Counter,Fighting
124,TM18,Counter,Fighting
125,TM18,Counter,Fighting
126,TM18,Counter,Fighting
143,TM18,Counter,Fighting
150,TM18,Counter,Fighting
151,TM18,Counter,Fighting
4,TM19,Seismic Toss,Fighting
5,TM19,Seismic Toss,Fighting
6,TM19,Seismic Toss,Fighting
7,TM19,Seismic Toss,Fighting
8,TM19,Seismic Toss,Fighting
9,TM19,Seismic Toss,Fighting
25,TM19,Seismic Toss,Fighting
26,TM19,Seismic Toss,Fighting
27,TM19,Seismic Toss,Fighting
28,TM19,Seismic Toss,Fighting
31,TM19,Seismic Toss,Fighting
34,TM19,Seismic Toss,Fighting
35,TM19,Seismic Toss,Fighting
36,TM19,Seismic Toss,Fighting
39,TM19,Seismic Toss,Fighting
40,TM19,Seismic Toss,Fighting
54,TM19,Seismic Toss,Fighting
55,TM19,Seismic Toss,Fighting
56,TM19,Seismic Toss,Fighting
57,TM19,Seismic Toss,Fighting
61,TM19,Seismic Toss,Fighting
62,TM19,Seismic Toss,Fighting
63,TM19,Seismic Toss,Fighting
64,TM19,Seismic Toss,Fighting
65,TM19,Seismic Toss,Fighting
66,TM19,Seismic Toss,Fighting
67,TM19,Seismic Toss,Fighting
68,TM19,Seismic Toss,Fighting
74,TM19,Seismic Toss,Fighting
75,TM19,Seismic Toss,Fighting
76,TM19,Seismic Toss,Fighting
80,TM19,Seismic Toss,Fighting
94,TM19,Seismic Toss,Fighting
96,TM19,Seismic Toss,Fighting
97,TM19,Seismic Toss,Fighting
104,TM19,Seismic Toss,Fighting
105,TM19,Seismic Toss,Fighting
106,TM19,Seismic Toss,Fighting
107,TM19,Seismic Toss,Fighting
108,TM19,Seismic Toss,Fighting
112,TM19,Seismic Toss,Fighting
113,TM19,Seismic Toss,Fighting
115,TM19,Seismic Toss,Fighting
122,TM19,Seismic Toss,Fighting
124,TM19,Seismic Toss,Fighting
125,TM19,Seismic Toss,Fighting
126,TM19,Seismic Toss,Fighting
127,TM19,Seismic Toss,Fighting
139,TM19,Seismic Toss,Fighting
141,TM19,Seismic Toss,Fighting
143,TM19,Seismic Toss,Fighting
150,TM19,Seismic Toss,Fighting
151,TM19,Seismic Toss,Fighting
1,TM20,Rage,Normal
2,TM20,Rage,Normal
3,TM20,Rage,Normal
4,TM20,Rage,Normal
5,TM20,Rage,Normal
6,TM20,Rage,Normal
7,TM20,Rage,Normal
8,TM20,Rage,Normal
9,TM20,Rage,Normal
12,TM20,Rage,Normal
15,TM20,Rage,Normal
16,TM20,Rage,Normal
17,TM20,Rage,Normal
18,TM20,Rage,Normal
19,TM20,Rage,Normal
20,TM20,Rage,Normal
21,TM20,Rage,Normal
22,TM20,Rage,Normal
23,TM20,Rage,Normal
24,TM20,Rage,Normal
25,TM20,Rage,Normal
26,TM20,Rage,Normal
27,TM20,Rage,Normal
28,TM20,Rage,Normal
29,TM20,Rage,Normal
30,TM20,Rage,Normal
31,TM20,Rage,Normal
32,TM20,Rage,Normal
33,TM20,Rage,Normal
34,TM20,Rage,Normal
35,TM20,Rage,Normal
36,TM20,Rage,Normal
37,TM20,Rage,Normal
38,TM20,Rage,Normal
39,TM20,Rage,Normal
40,TM20,Rage,Normal
41,TM20,Rage,Normal
42,TM20,Rage,Normal
43,TM20,Rage,Normal
44,TM20,Rage,Normal
45,TM20,Rage,Normal
46,TM20,Rage,Normal
47,TM20,Rage,Normal
48,TM20,Rage,Normal
49,TM20,Rage,Normal
50,TM20,Rage,Normal
51,TM20,Rage,Normal
52,TM20,Rage,Normal
53,TM20,Rage,Normal
54,TM20,Rage,Normal
55,TM20,Rage,Normal
56,TM20,Rage,Normal
57,TM20,Rage,Normal
58,TM20,Rage,Normal
59,TM20,Rage,Normal
60,TM20,Rage,Normal
61,TM20,Rage,Normal
62,TM20,Rage,Normal
63,TM20,Rage,Normal
64,TM20,Rage,Normal
65,TM20,Rage,Normal
66,TM20,Rage,Normal
67,TM20,Rage,Normal
68,TM20,Rage,Normal
69,TM20,Rage,Normal
70,TM20,Rage,Normal
71,TM20,Rage,Normal
72,TM20,Rage,Normal
73,TM20,Rage,Normal
74,TM20,Rage,Normal
75,TM20,Rage,Normal
76,TM20,Rage,Normal
77,TM20,Rage,Normal
78,TM20,Rage,Normal
79,TM20,Rage,Normal
80,TM20,Rage,Normal
81,TM20,Rage,Normal
82,TM20,Rage,Normal
83,TM20,Rage,Normal
84,TM20,Rage,Normal
85,TM20,Rage,Normal
86,TM20,Rage,Normal
87,TM20,Rage,Normal
88,TM20,Rage,Normal
89,TM20,Rage,Normal
90,TM20,Rage,Normal
91,TM20,Rage,Normal
92,TM20,Rage,Normal
93,TM20,Rage,Normal
94,TM20,Rage,Normal
95,TM20,Rage,Normal
96,TM20,Rage,Normal
97,TM20,Rage,Normal
98,TM20,Rage,Normal
99,TM20,Rage,Normal
100,TM20,Rage,Normal
101,TM20,Rage,Normal
102,TM20,Rage,Normal
103,TM20,Rage,Normal
104,TM20,Rage,Normal
105,TM20,Rage,Normal
106,TM20,Rage,Normal
107,TM20,Rage,Normal
108,TM20,Rage,Normal
109,TM20,Rage,Normal
110,TM20,Rage,Normal
111,TM20,Rage,Normal
112,TM20,Rage,Normal
113,TM20,Rage,Normal
114,TM20,Rage,Normal
115,TM20,Rage,Normal
116,TM20,Rage,Normal
117,TM20,Rage,Normal
118,TM20,Rage,Normal
119,TM20,Rage,Normal
120,TM20,Rage,Normal
121,TM20,Rage,Normal
122,TM20,Rage,Normal
123,TM20,Rage,Normal
124,TM20,Rage,Normal
125,TM20,Rage,Normal
126,TM20,Rage,Normal
127,TM20,Rage,Normal
128,TM20,Rage,Normal
130,TM20,Rage,Normal
131,TM20,Rage,Normal
133,TM20,Rage,Normal
134,TM20,Rage,Normal
135,TM20,Rage,Normal
136,TM20,Rage,Normal
137,TM20,Rage,Normal
138,TM20,Rage,Normal
139,TM20,Rage,Normal
140,TM20,Rage,Normal
141,TM20,Rage,Normal
142,TM20,Rage,Normal
143,TM20,Rage,Normal
144,TM20,Rage,Normal
145,TM20,Rage,Normal
146,TM20,Rage,Normal
147,TM20,Rage,Normal
148,TM20,Rage,Normal
149,TM20,Rage,Normal
150,TM20,Rage,Normal
151,TM20,Rage,Normal
1,TM21,Mega Drain,Grass
2,TM21,Mega Drain,Grass
3,TM21,Mega Drain,Grass
12,TM21,Mega Drain,Grass
15,TM21,Mega Drain,Grass
23,TM21,Mega Drain,Grass
24,TM21,Mega Drain,Grass
41,TM21,Mega Drain,Grass
42,TM21,Mega Drain,Grass
43,TM21,Mega Drain,Grass
44,TM21,Mega Drain,Grass
45,TM21,Mega Drain,Grass
46,TM21,Mega Drain,Grass
47,TM21,Mega Drain,Grass
48,TM21,Mega Drain,Grass
49,TM21,Mega Drain,Grass
69,TM21,Mega Drain,Grass
70,TM21,Mega Drain,Grass
71,TM21,Mega Drain,Grass
72,TM21,Mega Drain,Grass
73,TM21,Mega Drain,Grass
88,TM21,Mega Drain,Grass
89,TM21,Mega Drain,Grass
92,TM21,Mega Drain,Grass
93,TM21,Mega Drain,Grass
94,TM21,Mega Drain,Grass
103,TM21,Mega Drain,Grass
114,TM21,Mega Drain,Grass
151,TM21,Mega Drain,Grass
1,TM22,Solar Beam,Grass
2,TM22,Solar Beam,Grass
3,TM22,Solar Beam,Grass
12,TM22,Solar Beam,Grass
35,TM22,Solar Beam,Grass
36,TM22,Solar Beam,Grass
39,TM22,Solar Beam,Grass
40,TM22,Solar Beam,Grass
43,TM22,Solar Beam,Grass
44,TM22,Solar Beam,Grass
45,TM22,Solar Beam,Grass
46,TM22,Solar Beam,Grass
47,TM22,Solar Beam,Grass
48,TM22,Solar Beam,Grass
49,TM22,Solar Beam,Grass
69,TM22,Solar Beam,Grass
70,TM22,Solar Beam,Grass
71,TM22,Solar Beam,Grass
103,TM22,Solar Beam,Grass
113,TM22,Solar Beam,Grass
114,TM22,Solar Beam,Grass
122,TM22,Solar Beam,Grass
131,TM22,Solar Beam,Grass
143,TM22,Solar Beam,Grass
150,TM22,Solar Beam,Grass
151,TM22,Solar Beam,Grass
4,TM23,Dragon Rage,Dragon
5,TM23,Dragon Rage,Dragon
6,TM23,Dragon Rage,Dragon
58,TM23,Dragon Rage,Dragon
59,TM23,Dragon Rage,Dragon
130,TM23,Dragon Rage,Dragon
131,TM23,Dragon Rage,Dragon
142,TM23,Dragon Rage,Dragon
147,TM23,Dragon Rage,Dragon
148,TM23,Dragon Rage,Dragon
149,TM23,Dragon Rage,Dragon
151,TM23,Dragon Rage,Dragon
19,TM24,Thunderbolt,Electric
20,TM24,Thunderbolt,Electric
25,TM24,Thunderbolt,Electric
26,TM24,Thunderbolt,Electric
29,TM24,Thunderbolt,Electric
30,TM24,Thunderbolt,Electric
31,TM24,Thunderbolt,Electric
32,TM24,Thunderbolt,Electric
33,TM24,Thunderbolt,Electric
34,TM24,Thunderbolt,Electric
35,TM24,Thunderbolt,Electric
36,TM24,Thunderbolt,Electric
39,TM24,Thunderbolt,Electric
40,TM24,Thunderbolt,Electric
52,TM24,Thunderbolt,Electric
53,TM24,Thunderbolt,Electric
56,TM24,Thunderbolt,Electric
57,TM24,Thunderbolt,Electric
81,TM24,Thunderbolt,Electric
82,TM24,Thunderbolt,Electric
88,TM24,Thunderbolt,Electric
89,TM24,Thunderbolt,Electric
92,TM24,Thunderbolt,Electric
93,TM24,Thunderbolt,Electric
94,TM24,Thunderbolt,Electric
100,TM24,Thunderbolt,Electric
101,TM24,Thunderbolt,Electric
108,TM24,Thunderbolt,Electric
109,TM24,Thunderbolt,Electric
110,TM24,Thunderbolt,Electric
111,TM24,Thunderbolt,Electric
112,TM24,Thunderbolt,Electric
113,TM24,Thunderbolt,Electric
115,TM24,Thunderbolt,Electric
120,TM24,Thunderbolt,Electric
121,TM24,Thunderbolt,Electric
122,TM24,Thunderbolt,Electric
125,TM24,Thunderbolt,Electric
128,TM24,Thunderbolt,Electric
130,TM24,Thunderbolt,Electric
131,TM24,Thunderbolt,Electric
135,TM24,Thunderbolt,Electric
137,TM24,Thunderbolt,Electric
143,TM24,Thunderbolt,Electric
145,TM24,Thunderbolt,Electric
147,TM24,Thunderbolt,Electric
148,TM24,Thunderbolt,Electric
149,TM24,Thunderbolt,Electric
150,TM24,Thunderbolt,Electric
151,TM24,Thunderbolt,Electric
19,TM25,Thunder,Electric
20,TM25,Thunder,Electric
25,TM25,Thunder,Electric
26,TM25,Thunder,Electric
29,TM25,Thunder,Electric
30,TM25,Thunder,Electric
31,TM25,Thunder,Electric
32,TM25,Thunder,Electric
33,TM25,Thunder,Electric
34,TM25,Thunder,Electric
35,TM25,Thunder,Electric
36,TM25,Thunder,Electric
39,TM25,Thunder,Electric
40,TM25,Thunder,Electric
52,TM25,Thunder,Electric
53,TM25,Thunder,Electric
56,TM25,Thunder,Electric
57,TM25,Thunder,Electric
81,TM25,Thunder,Electric
82,TM25,Thunder,Electric
88,TM25,Thunder,Electric
89,TM25,Thunder,Electric
92,TM25,Thunder,Electric
93,TM25,Thunder,Electric
94,TM25,Thunder,Electric
100,TM25,Thunder,Electric
101,TM25,Thunder,Electric
108,TM25,Thunder,Electric
109,TM25,Thunder,Electric
110,TM25,Thunder,Electric
111,TM25,Thunder,Electric
112,TM25,Thunder,Electric
113,TM25,Thunder,Electric
115,TM25,Thunder,Electric
120,TM25,Thunder,Electric
121,TM25,Thunder,Electric
122,TM25,Thunder,Electric
125,TM25,Thunder,Electric
128,TM25,Thunder,Electric
130,TM25,Thunder,Electric
131,TM25,Thunder,Electric
135,TM25,Thunder,Electric
137,TM25,Thunder,Electric
143,TM25,Thunder,Electric
145,TM25,Thunder,Electric
147,TM25,Thunder,Electric
148,TM25,Thunder,Electric
149,TM25,Thunder,Electric
150,TM25,Thunder,Electric
151,TM25,Thunder,Electric
6,TM26,Earthquake,Ground
9,TM26,Earthquake,Ground
23,TM26,Earthquake,Ground
24,TM26,Earthquake,Ground
27,TM26,Earthquake,Ground
28,TM26,Earthquake,Ground
31,TM26,Earthquake,Ground
34,TM26,Earthquake,Ground
50,TM26,Earthquake,Ground
51,TM26,Earthquake,Ground
61,TM26,Earthquake,Ground
62,TM26,Earthquake,Ground
66,TM26,Earthquake,Ground
67,TM26,Earthquake,Ground
68,TM26,Earthquake,Ground
74,TM26,Earthquake,Ground
75,TM26,Earthquake,Ground
76,TM26,Earthquake,Ground
79,TM26,Earthquake,Ground
80,TM26,Earthquake,Ground
95,TM26,Earthquake,Ground
104,TM26,Earthquake,Ground
105,TM26,Earthquake,Ground
108,TM26,Earthquake,Ground
111,TM26,Earthquake,Ground
112,TM26,Earthquake,Ground
115,TM26,Earthquake,Ground
128,TM26,Earthquake,Ground
143,TM26,Earthquake,Ground
151,TM26,Earthquake,Ground
6,TM27,Fissure,Ground
9,TM27,Fissure,Ground
23,TM27,Fissure,Ground
24,TM27,Fissure,Ground
27,TM27,Fissure,Ground
28,TM27,Fissure,Ground
31,TM27,Fissure,Ground
34,TM27,Fissure,Ground
50,TM27,Fissure,Ground
51,TM27,Fissure,Ground
61,TM27,Fissure,Ground
62,TM27,Fissure,Ground
66,TM27,Fissure,Ground
67,TM27,Fissure,Ground
68,TM27,Fissure,Ground
74,TM27,Fissure,Ground
75,TM27,Fissure,Ground
76,TM27,Fissure,Ground
79,TM27,Fissure,Ground
80,TM27,Fissure,Ground
95,TM27,Fissure,Ground
104,TM27,Fissure,Ground
105,TM27,Fissure,Ground
108,TM27,Fissure,Ground
111,TM27,Fissure,Ground
112,TM27,Fissure,Ground
115,TM27,Fissure,Ground
128,TM27,Fissure,Ground
143,TM27,Fissure,Ground
151,TM27,Fissure,Ground
4,TM28,Dig,Ground
5,TM28,Dig,Ground
6,TM28,Dig,Ground
7,TM28,Dig,Ground
8,TM28,Dig,Ground
9,TM28,Dig,Ground
19,TM28,Dig,Ground
20,TM28,Dig,Ground
23,TM28,Dig,Ground
24,TM28,Dig,Ground
27,TM28,Dig,Ground
28,TM28,Dig,Ground
37,TM28,Dig,Ground
38,TM28,Dig,Ground
46,TM28,Dig,Ground
47,TM28,Dig,Ground
50,TM28,Dig,Ground
51,TM28,Dig,Ground
54,TM28,Dig,Ground
55,TM28,Dig,Ground
56,TM28,Dig,Ground
57,TM28,Dig,Ground
58,TM28,Dig,Ground
59,TM28,Dig,Ground
64,TM28,Dig,Ground
65,TM28,Dig,Ground
66,TM28,Dig,Ground
67,TM28,Dig,Ground
68,TM28,Dig,Ground
74,TM28,Dig,Ground
75,TM28,Dig,Ground
76,TM28,Dig,Ground
79,TM28,Dig,Ground
80,TM28,Dig,Ground
95,TM28,Dig,Ground
104,TM28,Dig,Ground
105,TM28,Dig,Ground
111,TM28,Dig,Ground
112,TM28,Dig,Ground
151,TM28,Dig,Ground
12,TM29,Psychic,Psychic
35,TM29,Psychic,Psychic
36,TM29,Psychic,Psychic
39,TM29,Psychic,Psychic
40,TM29,Psychic,Psychic
48,TM29,Psychic,Psychic
49,TM29,Psychic,Psychic
60,TM29,Psychic,Psychic
61,TM29,Psychic,Psychic
62,TM29,Psychic,Psychic
63,TM29,Psychic,Psychic
64,TM29,Psychic,Psychic
65,TM29,Psychic,Psychic
79,TM29,Psychic,Psychic
