Pokemon#,Level/TM/HM,Move_Name,Type,Power,Accuracy,PP,,,,,,,,,,,,,,,,,,,
36,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
36,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
36,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
36,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
36,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
37,1,Ember,Fire,40,1,25,,,,,,,,,,,,,,,,,,,
37,1,Tail Whip,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
37,16,Quick Attack,Normal,40,1,30,,,,,,,,,,,,,,,,,,,
37,21,Roar,Normal,Null,1,20,,,,,,,,,,,,,,,,,,,
37,28,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
37,35,Flamethrower,Fire,95,1,15,,,,,,,,,,,,,,,,,,,
37,42,Fire Spin,Fire,15,0.7,15,,,,,,,,,,,,,,,,,,,
37,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
37,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
37,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
37,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
37,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
37,TM28,Dig,Ground,100,1,10,,,,,,,,,,,,,,,,,,,
37,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
37,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
37,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
37,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
37,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
37,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
37,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
37,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
37,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
38,1,Ember,Fire,40,1,25,,,,,,,,,,,,,,,,,,,
38,1,Quick Attack,Normal,40,1,30,,,,,,,,,,,,,,,,,,,
38,1,Roar,Normal,Null,1,20,,,,,,,,,,,,,,,,,,,
38,1,Tail Whip,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
38,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
38,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
38,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
38,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
38,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
38,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
38,TM28,Dig,Ground,100,1,10,,,,,,,,,,,,,,,,,,,
38,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
38,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
38,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
38,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
38,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
38,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
38,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
38,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
38,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
39,1,Sing,Normal,Null,0.55,15,,,,,,,,,,,,,,,,,,,
39,9,Pound,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
39,14,Disable,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
39,19,Defense Curl,Normal,Null,Null,40,,,,,,,,,,,,,,,,,,,
39,24,DoubleSlap,Normal,15,0.85,10,,,,,,,,,,,,,,,,,,,
39,29,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
39,34,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
39,39,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
39,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
39,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
39,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
39,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
39,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
39,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
39,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
39,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
39,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
39,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
39,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
39,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
39,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
39,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
39,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
39,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
39,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
39,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
39,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
39,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
39,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
39,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
39,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
39,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
39,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
39,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
39,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
39,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
39,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
39,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
39,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
39,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
40,1,Defense Curl,Normal,Null,Null,40,,,,,,,,,,,,,,,,,,,
40,1,Disable,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
40,1,DoubleSlap,Normal,15,0.85,10,,,,,,,,,,,,,,,,,,,
40,1,Sing,Normal,Null,0.55,15,,,,,,,,,,,,,,,,,,,
40,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
40,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
40,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
40,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
40,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
40,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
40,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
40,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
40,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
40,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
40,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
40,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
40,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
40,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
40,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
40,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
40,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
40,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
40,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
40,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
40,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
40,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
40,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
40,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
40,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
40,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
40,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
40,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
40,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
40,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
40,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
40,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
40,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
41,1,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
41,10,Supersonic,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
41,15,Bite,Normal,60,1,25,,,,,,,,,,,,,,,,,,,
41,21,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
41,28,Wing Attack,Flying,35,1,35,,,,,,,,,,,,,,,,,,,
41,36,Haze,Ice,Null,Null,30,,,,,,,,,,,,,,,,,,,
41,TM02,Razor Wind,Normal,80,0.75,10,,,,,,,,,,,,,,,,,,,
41,TM04,Whirlwind,Normal,Null,0.85,20,,,,,,,,,,,,,,,,,,,
41,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
41,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
41,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
41,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
41,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
41,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
41,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
41,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
41,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
41,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
41,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
42,10,Supersonic,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
42,15,Bite,Normal,60,1,25,,,,,,,,,,,,,,,,,,,
42,21,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
42,32,Wing Attack,Flying,35,1,35,,,,,,,,,,,,,,,,,,,
42,43,Haze,Ice,Null,Null,30,,,,,,,,,,,,,,,,,,,
42,TM02,Razor Wind,Normal,80,0.75,10,,,,,,,,,,,,,,,,,,,
42,TM04,Whirlwind,Normal,Null,0.85,20,,,,,,,,,,,,,,,,,,,
42,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
42,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
42,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
42,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
42,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
42,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
42,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
42,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
42,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
42,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
42,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
42,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
43,1,Absorb,Grass,20,1,20,,,,,,,,,,,,,,,,,,,
43,15,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
43,17,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
43,19,Sleep Powder,Grass,Null,0.75,15,,,,,,,,,,,,,,,,,,,
43,24,Acid,Poison,40,1,30,,,,,,,,,,,,,,,,,,,
43,33,Petal Dance,Grass,70,1,20,,,,,,,,,,,,,,,,,,,
43,46,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
43,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
43,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
43,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
43,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
43,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
43,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
43,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
43,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
43,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
43,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
43,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
43,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
43,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
43,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
44,1,Absorb,Grass,20,1,20,,,,,,,,,,,,,,,,,,,
44,1,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
44,1,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
44,15,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
44,17,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
44,19,Sleep Powder,Grass,Null,0.75,15,,,,,,,,,,,,,,,,,,,
44,28,Acid,Poison,40,1,30,,,,,,,,,,,,,,,,,,,
44,38,Petal Dance,Grass,70,1,20,,,,,,,,,,,,,,,,,,,
44,52,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
44,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
44,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
44,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
44,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
44,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
44,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
44,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
44,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
44,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
44,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
44,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
44,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
44,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
44,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
45,1,Petal Dance,Grass,70,1,20,,,,,,,,,,,,,,,,,,,
45,1,Sleep Powder,Grass,Null,0.75,15,,,,,,,,,,,,,,,,,,,
45,1,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
45,1,Acid,Poison,40,1,30,,,,,,,,,,,,,,,,,,,
45,15,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
45,17,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
45,19,Sleep Powder,Grass,Null,0.75,15,,,,,,,,,,,,,,,,,,,
45,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
45,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
45,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
45,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
45,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
45,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
45,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
45,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
45,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
45,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
45,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
45,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
45,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
45,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
45,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
45,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
46,1,Scratch,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
46,13,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
46,20,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
46,27,Spore,Grass,Null,1,15,,,,,,,,,,,,,,,,,,,
46,34,Slash,Normal,70,1,20,,,,,,,,,,,,,,,,,,,
46,41,Growth,Normal,Null,Null,40,,,,,,,,,,,,,,,,,,,
46,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
46,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
46,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
46,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
46,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
46,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
46,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
46,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
46,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
46,TM28,Dig,Ground,100,1,10,,,,,,,,,,,,,,,,,,,
46,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
46,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
46,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
46,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
46,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
46,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
46,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
47,1,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
47,1,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
47,1,Scratch,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
47,13,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
47,20,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
47,30,Spore,Grass,Null,1,15,,,,,,,,,,,,,,,,,,,
47,39,Slash,Normal,70,1,20,,,,,,,,,,,,,,,,,,,
47,48,Growth,Normal,Null,Null,40,,,,,,,,,,,,,,,,,,,
47,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
47,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
47,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
47,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
47,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
47,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
47,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
47,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
47,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
47,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
47,TM28,Dig,Ground,100,1,10,,,,,,,,,,,,,,,,,,,
47,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
47,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
47,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
47,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
47,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
47,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
47,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
48,1,Disable,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
48,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
48,24,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
48,27,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
48,30,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
48,35,Psybeam,Psychic,65,1,20,,,,,,,,,,,,,,,,,,,
48,38,Sleep Powder,Grass,Null,0.75,15,,,,,,,,,,,,,,,,,,,
48,43,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
48,HM05Y,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
48,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
48,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
48,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
48,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
48,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
48,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
48,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
48,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
48,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
48,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
48,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
48,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
48,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
48,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
49,1,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
49,1,Disable,Normal,Null,0.55,20,,,,,,,,,,,,,,,,,,,
49,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
49,1,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
49,24,PoisonPowder,Poison,Null,0.75,35,,,,,,,,,,,,,,,,,,,
49,27,Leech Life,Bug,20,1,15,,,,,,,,,,,,,,,,,,,
49,30,Stun Spore,Grass,Null,0.75,30,,,,,,,,,,,,,,,,,,,
49,38,Psybeam,Psychic,65,1,20,,,,,,,,,,,,,,,,,,,
49,43,Sleep Powder,Grass,Null,0.75,15,,,,,,,,,,,,,,,,,,,
49,50,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
49,HM05Y,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
49,TM02,Razor Wind,Normal,80,0.75,10,,,,,,,,,,,,,,,,,,,
49,TM04,Whirlwind,Normal,Null,0.85,20,,,,,,,,,,,,,,,,,,,
49,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
49,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
49,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
49,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
49,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
49,TM21,Mega Drain,Grass,40,1,10,,,,,,,,,,,,,,,,,,,
49,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
49,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
49,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
49,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
49,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
49,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
49,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
49,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
49,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
49,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
49,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
50,1,Scratch,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
50,15,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
50,19,Dig,Ground,100,1,10,,,,,,,,,,,,,,,,,,,
50,24,Sand-Attack,Normal,Null,1,15,,,,,,,,,,,,,,,,,,,
